date,product_name,category,region,store,quantity,price,discount,revenue,profit,promotion,holiday
2024-11-16,Smartphone,Electronics,South,Store E,20,26264.14,15,446490.31,88669.63,0,0
2024-11-16,Headphones,Electronics,West,Store D,19,2446.62,5,44161.53,9162.64,0,0
2024-11-16,Office Chair,Furniture,East,Store E,9,7624.6,10,61759.24,15034.56,0,0
2024-11-16,Study Table,Furniture,West,Store B,12,11514.22,15,117445.06,22723.6,1,0
2024-11-16,T-Shirt,Fashion,East,Store A,21,787.36,5,15707.92,3039.16,0,0
2024-11-16,Jeans,Fashion,South,Store A,21,1824.27,10,34478.65,10198.26,1,0
2024-11-16,Shoes,Fashion,East,Store B,9,2624.13,0,23617.16,7592.63,0,0
2024-11-16,Coffee Maker,Home Appliances,South,Store B,8,4448.47,0,35587.78,10087.75,0,0
2024-11-16,Mixer Grinder,Home Appliances,South,Store C,15,3707.54,0,55613.09,16649.36,0,0
2024-11-17,Laptop,Electronics,East,Store E,11,54506.14,10,539610.77,138935.1,0,0
2024-11-17,Smartphone,Electronics,North,Store B,21,24162.48,15,431300.21,29024.81,1,0
2024-11-17,Headphones,Electronics,North,Store E,12,2657.31,5,30293.3,10845.35,0,0
2024-11-17,Office Chair,Furniture,North,Store B,16,8090.12,0,129441.98,51378.11,1,0
2024-11-17,Study Table,Furniture,East,Store D,19,12046.04,5,217431.02,68568.46,1,0
2024-11-17,T-Shirt,Fashion,North,Store E,26,825.24,0,21456.33,5538.01,1,0
2024-11-17,Jeans,Fashion,East,Store C,17,1809.42,5,29222.12,5574.64,0,0
2024-11-17,Shoes,Fashion,West,Store A,13,2635.26,10,30832.54,8598.23,0,0
2024-11-17,Coffee Maker,Home Appliances,East,Store C,11,4704.96,0,51754.54,21529.92,0,0
2024-11-17,Mixer Grinder,Home Appliances,East,Store D,17,3361.82,20,45720.78,5367.56,0,0
2024-11-18,Laptop,Electronics,North,Store E,8,57734.29,0,461874.28,189321.55,0,0
2024-11-18,Smartphone,Electronics,North,Store D,12,26789.3,5,305398.01,109856.8,0,0
2024-11-18,Headphones,Electronics,East,Store B,14,2688.37,10,33873.5,7059.78,1,0
2024-11-18,Office Chair,Furniture,North,Store D,15,7592.28,20,91107.31,12240.07,1,0
2024-11-18,Study Table,Furniture,West,Store B,18,12780.89,0,230056.07,72198.07,1,0
2024-11-18,T-Shirt,Fashion,South,Store A,25,818.65,5,19442.95,6054.2,1,0
2024-11-18,Jeans,Fashion,South,Store D,17,1886.17,0,32064.87,8934.57,1,0
2024-11-18,Shoes,Fashion,West,Store C,21,2404.14,0,50486.88,10400.36,0,0
2024-11-18,Coffee Maker,Home Appliances,North,Store D,15,4535.63,10,61231.01,15887.39,0,0
2024-11-18,Mixer Grinder,Home Appliances,West,Store A,13,3753.2,5,46352.05,17331.69,0,0
2024-11-19,Laptop,Electronics,West,Store A,19,57607.83,5,1039821.31,350442.91,0,0
2024-11-19,Smartphone,Electronics,West,Store C,12,26399.11,0,316789.38,109671.7,0,0
2024-11-19,Headphones,Electronics,East,Store D,15,2420.09,20,29041.08,3344.44,0,0
2024-11-19,Office Chair,Furniture,East,Store B,13,7241.7,5,89435.03,14293.48,1,0
2024-11-19,Study Table,Furniture,West,Store C,12,11511.46,0,138137.55,26099.86,1,0
2024-11-19,T-Shirt,Fashion,North,Store E,13,794.18,10,9291.86,1240.76,0,0
2024-11-19,Jeans,Fashion,North,Store C,23,1728.49,5,37767.47,7449.18,1,0
2024-11-19,Shoes,Fashion,South,Store A,9,2383.27,10,19304.47,2504.73,0,0
2024-11-19,Coffee Maker,Home Appliances,West,Store C,10,4820.23,0,48202.28,13424.64,0,0
2024-11-19,Mixer Grinder,Home Appliances,East,Store B,14,3734.58,5,49669.98,17964.16,0,0
2024-11-20,Laptop,Electronics,East,Store B,14,55017.21,0,770240.92,225845.78,0,0
2024-11-20,Smartphone,Electronics,South,Store C,17,26313.43,5,424961.84,114037.92,0,0
2024-11-20,Headphones,Electronics,East,Store A,12,2558.46,5,29166.42,7064.23,0,0
2024-11-20,Office Chair,Furniture,South,Store C,7,7611.34,10,47951.47,11390.47,0,0
2024-11-20,Study Table,Furniture,West,Store B,6,12390.34,0,74342.03,28219.77,1,0
2024-11-20,T-Shirt,Fashion,East,Store D,16,776.63,10,11183.47,3176.25,1,0
2024-11-20,Jeans,Fashion,South,Store B,12,1789.56,15,18253.49,5086.6,1,0
2024-11-20,Shoes,Fashion,East,Store E,28,2409.49,15,57345.92,4855.23,1,0
2024-11-20,Coffee Maker,Home Appliances,East,Store D,9,4493.86,10,36400.24,8602.66,0,0
2024-11-20,Mixer Grinder,Home Appliances,East,Store C,7,3684.61,10,23213.07,8008.81,0,0
2024-11-21,Laptop,Electronics,North,Store D,16,57774.71,0,924395.37,279618.73,1,0
2024-11-21,Smartphone,Electronics,North,Store E,21,25224.33,10,476739.93,88274.35,0,0
2024-11-21,Headphones,Electronics,North,Store A,16,2604.42,5,39587.16,12979.63,0,0
2024-11-21,Office Chair,Furniture,East,Store E,11,7402.19,20,65139.25,13054.56,0,0
2024-11-21,Study Table,Furniture,North,Store E,10,11862.21,0,118622.09,37924.74,0,0
2024-11-21,T-Shirt,Fashion,North,Store D,26,808.07,0,21009.83,8012.38,1,0
2024-11-21,Jeans,Fashion,South,Store B,11,1807.27,0,19879.93,5042.71,0,0
2024-11-21,Shoes,Fashion,West,Store A,23,2653.84,0,61038.25,17858.37,0,0
2024-11-21,Coffee Maker,Home Appliances,West,Store A,8,4484.29,0,35874.3,13809.89,1,0
2024-11-21,Mixer Grinder,Home Appliances,North,Store C,18,3677.21,5,62880.23,17236.85,1,0
2024-11-22,Laptop,Electronics,West,Store A,17,53795.05,0,914515.82,334851.67,0,0
2024-11-22,Smartphone,Electronics,West,Store B,10,26244.26,10,236198.33,58987.91,0,0
2024-11-22,Headphones,Electronics,East,Store A,12,2619.02,0,31428.29,11461.17,0,0
2024-11-22,Office Chair,Furniture,West,Store B,11,7246.9,0,79715.87,18981.71,0,0
2024-11-22,Study Table,Furniture,North,Store C,13,12604.86,20,131090.52,17958.97,0,0
2024-11-22,T-Shirt,Fashion,West,Store C,15,860.07,5,12255.99,4902.53,0,0
2024-11-22,Jeans,Fashion,East,Store A,17,1726.82,5,27888.15,5943.28,1,0
2024-11-22,Shoes,Fashion,North,Store B,15,2396.32,0,35944.77,9233.44,0,0
2024-11-22,Coffee Maker,Home Appliances,West,Store B,9,4278.3,20,30803.76,5252.44,0,0
2024-11-22,Mixer Grinder,Home Appliances,West,Store E,17,3356.68,15,48504.05,9250.05,1,0
2024-11-23,Laptop,Electronics,South,Store B,26,58729.64,15,1297925.12,278696.98,0,0
2024-11-23,Smartphone,Electronics,South,Store D,12,24504.35,5,279349.62,56196.65,0,0
2024-11-23,Headphones,Electronics,South,Store B,16,2427.02,0,38832.26,13369.97,1,0
2024-11-23,Office Chair,Furniture,West,Store A,10,8087.5,0,80874.98,24438.84,0,0
2024-11-23,Study Table,Furniture,South,Store B,12,11931.32,0,143175.87,43147.92,0,0
2024-11-23,T-Shirt,Fashion,North,Store E,24,847.53,20,16272.51,2077.07,1,0
2024-11-23,Jeans,Fashion,West,Store B,19,1910.42,0,36297.95,15678.12,0,0
2024-11-23,Shoes,Fashion,West,Store A,24,2382.38,20,45741.64,-134.81,1,0
2024-11-23,Coffee Maker,Home Appliances,South,Store B,4,4563.82,15,15516.99,4501.41,0,0
2024-11-23,Mixer Grinder,Home Appliances,West,Store B,9,3529.32,0,31763.9,10547.54,0,0
2024-11-24,Laptop,Electronics,South,Store C,17,56160.99,5,906999.95,234696.32,1,0
2024-11-24,Smartphone,Electronics,North,Store E,12,25289.65,15,257954.48,56501.5,0,0
2024-11-24,Headphones,Electronics,North,Store A,12,2587.0,5,29491.79,9357.31,0,0
2024-11-24,Office Chair,Furniture,East,Store D,10,7822.26,20,62578.08,16714.27,0,0
2024-11-24,Study Table,Furniture,West,Store C,8,12164.28,0,97314.24,34549.82,0,0
2024-11-24,T-Shirt,Fashion,West,Store A,22,826.88,15,15462.74,3272.4,0,0
2024-11-24,Jeans,Fashion,East,Store E,14,1758.12,0,24613.64,7391.21,0,0
2024-11-24,Shoes,Fashion,South,Store B,18,2587.78,15,39593.09,9980.16,0,0
2024-11-24,Coffee Maker,Home Appliances,North,Store A,12,4664.28,5,53172.79,19075.52,0,0
2024-11-24,Mixer Grinder,Home Appliances,South,Store A,16,3625.44,10,52206.33,14448.37,0,0
2024-11-25,Laptop,Electronics,East,Store D,13,57514.81,15,635538.63,107467.12,0,0
2024-11-25,Smartphone,Electronics,North,Store E,16,25329.73,5,385011.83,83474.37,0,0
2024-11-25,Headphones,Electronics,West,Store C,8,2592.86,15,17631.44,2951.96,0,0
2024-11-25,Office Chair,Furniture,West,Store C,9,7808.36,0,70275.27,28069.14,0,0
2024-11-25,Study Table,Furniture,East,Store D,5,11449.65,10,51523.43,14412.62,0,0
2024-11-25,T-Shirt,Fashion,West,Store D,25,786.25,10,17690.51,4591.77,1,0
2024-11-25,Jeans,Fashion,West,Store D,13,1839.45,15,20325.96,5373.14,0,0
2024-11-25,Shoes,Fashion,North,Store D,17,2409.76,20,32772.77,5817.6,0,0
2024-11-25,Coffee Maker,Home Appliances,East,Store E,14,4476.75,10,56407.01,9703.76,0,0
2024-11-25,Mixer Grinder,Home Appliances,South,Store B,7,3445.96,0,24121.72,7309.22,0,0
2024-11-26,Laptop,Electronics,East,Store B,6,56049.07,0,336294.42,115351.48,0,0
2024-11-26,Smartphone,Electronics,East,Store E,20,26461.22,15,449840.79,79681.07,1,0
2024-11-26,Headphones,Electronics,East,Store C,18,2627.67,0,47298.03,19687.22,1,0
2024-11-26,Office Chair,Furniture,West,Store B,11,7601.32,0,83614.52,21943.96,1,0
2024-11-26,Study Table,Furniture,South,Store A,10,11676.91,10,105092.22,23037.4,0,0
2024-11-26,T-Shirt,Fashion,North,Store A,14,832.4,0,11653.67,3494.75,0,0
2024-11-26,Jeans,Fashion,West,Store E,16,1816.1,20,23246.05,3150.54,0,0
2024-11-26,Shoes,Fashion,East,Store B,13,2544.45,5,31423.95,10890.12,0,0
2024-11-26,Coffee Maker,Home Appliances,North,Store E,5,4432.19,10,19944.84,4954.57,1,0
2024-11-26,Mixer Grinder,Home Appliances,East,Store D,11,3721.79,10,36845.74,7993.59,0,0
2024-11-27,Laptop,Electronics,West,Store A,10,55139.43,5,523824.55,179295.6,0,0
2024-11-27,Smartphone,Electronics,West,Store C,13,26900.59,10,314736.91,107262.55,0,0
2024-11-27,Headphones,Electronics,North,Store B,13,2682.16,10,31381.26,11425.52,1,0
2024-11-27,Office Chair,Furniture,North,Store E,6,7741.34,10,41803.22,12385.91,1,0
2024-11-27,Study Table,Furniture,West,Store E,10,11880.41,5,112863.91,23736.86,0,0
2024-11-27,T-Shirt,Fashion,South,Store C,27,809.61,10,19673.43,3843.52,1,0
2024-11-27,Jeans,Fashion,North,Store A,12,1743.87,10,18833.85,5853.5,0,0
2024-11-27,Shoes,Fashion,East,Store E,15,2388.43,0,35826.51,7464.6,0,0
2024-11-27,Coffee Maker,Home Appliances,North,Store B,10,4624.66,0,46246.61,14897.13,0,0
2024-11-27,Mixer Grinder,Home Appliances,East,Store C,10,3382.66,10,30443.96,4462.83,0,0
2024-11-28,Laptop,Electronics,East,Store E,17,56427.08,0,959260.32,383279.71,1,0
2024-11-28,Smartphone,Electronics,South,Store A,9,25569.86,5,218622.32,69915.43,0,0
2024-11-28,Headphones,Electronics,East,Store D,12,2407.9,0,28894.78,10103.44,0,0
2024-11-28,Office Chair,Furniture,East,Store C,10,7978.34,10,71805.09,17071.39,0,0
2024-11-28,Study Table,Furniture,East,Store E,10,12907.44,10,116166.97,34074.46,0,0
2024-11-28,T-Shirt,Fashion,West,Store A,23,854.35,0,19649.98,6665.89,1,0
2024-11-28,Jeans,Fashion,North,Store D,28,1848.72,0,51764.12,14091.0,1,0
2024-11-28,Shoes,Fashion,West,Store B,28,2391.94,5,63625.68,13674.93,1,0
2024-11-28,Coffee Maker,Home Appliances,East,Store E,11,4765.48,15,44557.22,11832.8,0,0
2024-11-28,Mixer Grinder,Home Appliances,South,Store A,8,3769.05,5,28644.75,8814.86,0,0
2024-11-29,Laptop,Electronics,South,Store B,12,58050.92,0,696611.02,226694.72,0,0
2024-11-29,Smartphone,Electronics,East,Store A,20,26695.6,0,533911.98,173694.61,1,0
2024-11-29,Headphones,Electronics,North,Store B,12,2542.58,0,30510.97,8585.13,1,0
2024-11-29,Office Chair,Furniture,West,Store A,5,7154.04,5,33981.68,9950.31,0,0
2024-11-29,Study Table,Furniture,West,Store B,4,12214.82,15,41530.38,4647.4,0,0
2024-11-29,T-Shirt,Fashion,South,Store C,19,840.75,15,13578.15,3092.43,0,0
2024-11-29,Jeans,Fashion,North,Store C,26,1859.48,10,43511.73,8239.68,1,0
2024-11-29,Shoes,Fashion,South,Store A,10,2504.64,5,23794.11,5629.64,0,0
2024-11-29,Coffee Maker,Home Appliances,North,Store E,10,4859.86,5,46168.62,12183.81,1,0
2024-11-29,Mixer Grinder,Home Appliances,South,Store D,6,3367.85,15,17176.03,2669.3,0,0
2024-11-30,Laptop,Electronics,East,Store B,22,57607.2,20,1013886.73,201709.73,1,0
2024-11-30,Smartphone,Electronics,West,Store E,12,24170.59,0,290047.09,99466.72,0,0
2024-11-30,Headphones,Electronics,East,Store A,22,2695.11,15,50398.49,9925.94,0,0
2024-11-30,Office Chair,Furniture,South,Store C,8,7200.28,0,57602.28,19697.61,0,0
2024-11-30,Study Table,Furniture,East,Store A,11,11802.15,0,129823.65,34405.69,0,0
2024-11-30,T-Shirt,Fashion,North,Store E,22,803.99,0,17687.88,4386.19,0,0
2024-11-30,Jeans,Fashion,North,Store C,13,1877.04,5,23181.51,8326.17,0,0
2024-11-30,Shoes,Fashion,East,Store B,27,2599.01,5,66664.53,22511.78,1,0
2024-11-30,Coffee Maker,Home Appliances,North,Store A,20,4674.89,5,88822.86,23308.23,0,0
2024-11-30,Mixer Grinder,Home Appliances,East,Store A,9,3357.09,0,30213.81,10839.85,0,0
2024-12-01,Laptop,Electronics,South,Store B,16,57224.58,15,778254.26,139629.43,0,0
2024-12-01,Smartphone,Electronics,West,Store B,19,24551.52,15,396507.0,54212.57,0,0
2024-12-01,Headphones,Electronics,South,Store A,14,2580.09,15,30703.02,5424.38,0,0
2024-12-01,Office Chair,Furniture,South,Store C,11,7492.93,5,78301.13,14766.38,0,0
2024-12-01,Study Table,Furniture,South,Store A,18,12756.98,5,218144.43,69387.28,1,0
2024-12-01,T-Shirt,Fashion,East,Store C,35,859.32,20,24060.94,5785.14,1,0
2024-12-01,Jeans,Fashion,South,Store D,15,1834.08,10,24760.05,5146.0,0,0
2024-12-01,Shoes,Fashion,North,Store D,22,2448.32,0,53862.97,16723.11,0,0
2024-12-01,Coffee Maker,Home Appliances,West,Store C,9,4536.69,20,32664.15,5811.65,0,0
2024-12-01,Mixer Grinder,Home Appliances,North,Store B,8,3770.08,5,28652.61,7884.1,0,0
2024-12-02,Laptop,Electronics,East,Store C,17,54485.87,0,926259.8,253231.12,0,0
2024-12-02,Smartphone,Electronics,West,Store B,16,24897.52,0,398360.28,119043.09,1,0
2024-12-02,Headphones,Electronics,South,Store C,8,2477.03,15,16843.78,2642.9,0,0
2024-12-02,Office Chair,Furniture,South,Store E,8,7237.75,10,52111.8,10904.7,0,0
2024-12-02,Study Table,Furniture,North,Store E,7,11815.58,15,70302.67,18088.19,0,0
2024-12-02,T-Shirt,Fashion,South,Store E,13,832.16,0,10818.02,2928.48,0,0
2024-12-02,Jeans,Fashion,South,Store C,15,1910.69,5,27227.31,6413.35,0,0
2024-12-02,Shoes,Fashion,West,Store D,17,2510.87,5,40550.5,13082.8,0,0
2024-12-02,Coffee Maker,Home Appliances,South,Store D,8,4797.71,15,32624.45,6052.36,0,0
2024-12-02,Mixer Grinder,Home Appliances,South,Store C,9,3436.91,5,29385.6,8725.7,0,0
2024-12-03,Laptop,Electronics,West,Store B,9,53645.72,5,458670.94,127383.34,1,0
2024-12-03,Smartphone,Electronics,West,Store A,14,25778.24,0,360895.41,111361.18,0,0
2024-12-03,Headphones,Electronics,South,Store D,12,2694.89,0,32338.66,10356.77,0,0
2024-12-03,Office Chair,Furniture,South,Store A,6,7875.87,5,44892.44,15318.65,0,0
2024-12-03,Study Table,Furniture,South,Store C,9,11881.39,0,106932.49,23304.68,1,0
2024-12-03,T-Shirt,Fashion,West,Store A,26,846.38,20,17604.74,3335.39,1,0
2024-12-03,Jeans,Fashion,North,Store C,15,1713.65,10,23134.3,2904.71,0,0
2024-12-03,Shoes,Fashion,West,Store E,19,2592.52,10,44332.07,11157.01,1,0
2024-12-03,Coffee Maker,Home Appliances,North,Store A,15,4441.02,5,63284.59,17549.96,1,0
2024-12-03,Mixer Grinder,Home Appliances,South,Store E,8,3479.32,5,26442.81,8733.75,0,0
2024-12-04,Laptop,Electronics,East,Store A,18,55885.78,5,955646.79,281841.32,0,0
2024-12-04,Smartphone,Electronics,West,Store C,13,25358.04,15,280206.33,77755.94,1,0
2024-12-04,Headphones,Electronics,North,Store E,7,2657.24,0,18600.69,7132.54,0,0
2024-12-04,Office Chair,Furniture,South,Store B,8,7757.65,5,58958.16,18097.78,0,0
2024-12-04,Study Table,Furniture,East,Store C,10,12379.72,0,123797.18,36318.02,1,0
2024-12-04,T-Shirt,Fashion,East,Store A,20,776.62,20,12425.99,780.16,1,0
2024-12-04,Jeans,Fashion,North,Store C,13,1719.4,0,22352.25,4942.28,0,0
2024-12-04,Shoes,Fashion,West,Store D,16,2517.68,0,40282.93,11749.34,0,0
2024-12-04,Coffee Maker,Home Appliances,West,Store D,21,4722.65,20,79340.54,21458.59,1,0
2024-12-04,Mixer Grinder,Home Appliances,East,Store E,10,3648.43,0,36484.32,14977.33,0,0
2024-12-05,Laptop,Electronics,North,Store C,12,57474.9,10,620728.92,129129.83,0,0
2024-12-05,Smartphone,Electronics,East,Store D,10,26847.23,10,241625.1,86678.76,1,0
2024-12-05,Headphones,Electronics,East,Store A,10,2545.65,5,24183.66,6811.83,0,0
2024-12-05,Office Chair,Furniture,South,Store B,11,7819.33,5,81711.96,23544.49,1,0
2024-12-05,Study Table,Furniture,East,Store E,11,11864.14,0,130505.53,39865.18,1,0
2024-12-05,T-Shirt,Fashion,North,Store D,26,846.42,5,20906.66,8253.6,1,0
2024-12-05,Jeans,Fashion,West,Store C,14,1806.65,10,22763.79,6191.65,0,0
2024-12-05,Shoes,Fashion,East,Store E,12,2598.8,15,26507.79,6459.02,0,0
2024-12-05,Coffee Maker,Home Appliances,North,Store C,13,4571.73,0,59432.51,20201.29,0,0
2024-12-05,Mixer Grinder,Home Appliances,South,Store C,9,3534.19,5,30217.29,6113.34,0,0
2024-12-06,Laptop,Electronics,East,Store A,19,52923.7,5,955272.82,160935.37,1,0
2024-12-06,Smartphone,Electronics,East,Store D,16,25121.58,5,381848.03,70096.3,0,0
2024-12-06,Headphones,Electronics,East,Store D,16,2378.29,0,38052.69,12650.3,1,0
2024-12-06,Office Chair,Furniture,South,Store E,10,7447.36,0,74473.57,22152.24,0,0
2024-12-06,Study Table,Furniture,North,Store B,11,12293.65,0,135230.11,51345.32,0,0
2024-12-06,T-Shirt,Fashion,West,Store E,16,814.72,5,12383.68,4039.54,0,0
2024-12-06,Jeans,Fashion,South,Store B,21,1937.96,5,38662.28,13743.82,0,0
2024-12-06,Shoes,Fashion,North,Store B,28,2626.41,5,69862.46,24694.68,1,0
2024-12-06,Coffee Maker,Home Appliances,West,Store B,10,4762.98,15,40485.32,7499.39,0,0
2024-12-06,Mixer Grinder,Home Appliances,East,Store D,12,3746.76,0,44961.06,14099.46,0,0
2024-12-07,Laptop,Electronics,East,Store D,17,54684.25,10,836668.99,193979.49,1,0
2024-12-07,Smartphone,Electronics,South,Store A,15,25379.61,20,304555.35,31925.06,0,0
2024-12-07,Headphones,Electronics,East,Store C,22,2544.37,5,53177.41,17839.01,0,0
2024-12-07,Office Chair,Furniture,South,Store C,14,7865.01,0,110110.19,35815.58,0,0
2024-12-07,Study Table,Furniture,East,Store D,14,12338.22,20,138188.12,19060.88,1,0
2024-12-07,T-Shirt,Fashion,South,Store D,16,854.25,10,12301.22,4464.8,0,0
2024-12-07,Jeans,Fashion,West,Store D,31,1794.91,0,55642.31,21549.33,1,0
2024-12-07,Shoes,Fashion,West,Store D,25,2683.96,10,60389.09,12121.88,0,0
2024-12-07,Coffee Maker,Home Appliances,West,Store B,21,4808.87,10,90887.63,26819.67,0,0
2024-12-07,Mixer Grinder,Home Appliances,West,Store A,18,3579.71,0,64434.7,22913.32,0,0
2024-12-08,Laptop,Electronics,North,Store C,17,58798.21,0,999569.55,351286.99,0,0
2024-12-08,Smartphone,Electronics,South,Store B,23,24269.46,15,474467.87,34873.18,0,0
2024-12-08,Headphones,Electronics,North,Store C,27,2443.74,10,59382.88,11558.5,1,0
2024-12-08,Office Chair,Furniture,North,Store D,17,7450.3,5,120322.31,21762.06,0,0
2024-12-08,Study Table,Furniture,West,Store B,11,12277.16,0,135048.74,55263.47,0,0
2024-12-08,T-Shirt,Fashion,West,Store B,20,862.9,15,14669.32,4884.61,0,0
2024-12-08,Jeans,Fashion,North,Store E,14,1792.67,20,20077.95,3708.77,0,0
2024-12-08,Shoes,Fashion,North,Store D,17,2531.18,0,43030.14,16459.5,0,0
2024-12-08,Coffee Maker,Home Appliances,North,Store B,16,4453.72,20,57007.67,9004.83,1,0
2024-12-08,Mixer Grinder,Home Appliances,West,Store E,10,3452.32,0,34523.17,8811.92,0,0
2024-12-09,Laptop,Electronics,West,Store D,7,54061.13,10,340585.12,80309.63,0,0
2024-12-09,Smartphone,Electronics,North,Store C,13,26949.84,5,332830.57,122982.87,0,0
2024-12-09,Headphones,Electronics,West,Store B,14,2612.14,5,34741.43,10371.93,0,0
2024-12-09,Office Chair,Furniture,North,Store E,14,7833.0,0,109662.07,32850.68,0,0
2024-12-09,Study Table,Furniture,West,Store E,6,12460.09,10,67284.49,23000.31,0,0
2024-12-09,T-Shirt,Fashion,South,Store E,17,770.88,5,12449.64,3477.97,1,0
2024-12-09,Jeans,Fashion,East,Store E,11,1835.28,5,19178.69,4453.92,0,0
2024-12-09,Shoes,Fashion,West,Store D,22,2484.75,0,54664.43,18473.0,1,0
2024-12-09,Coffee Maker,Home Appliances,West,Store A,13,4851.88,10,56767.03,11562.45,0,0
2024-12-09,Mixer Grinder,Home Appliances,East,Store B,10,3539.76,15,30087.99,3496.15,0,0
2024-12-10,Laptop,Electronics,North,Store C,20,57366.07,5,1089955.33,398986.0,1,0
2024-12-10,Smartphone,Electronics,North,Store E,15,23985.75,10,323807.69,89506.51,0,0
2024-12-10,Headphones,Electronics,North,Store C,13,2421.48,15,26757.32,2917.33,0,0
2024-12-10,Office Chair,Furniture,West,Store B,10,7230.28,10,65072.56,13792.73,0,0
2024-12-10,Study Table,Furniture,West,Store A,9,12681.7,10,102721.79,18492.76,0,0
2024-12-10,T-Shirt,Fashion,East,Store B,13,760.58,15,8404.44,501.44,0,0
2024-12-10,Jeans,Fashion,South,Store B,31,1857.83,5,54713.17,17159.72,1,0
2024-12-10,Shoes,Fashion,South,Store E,10,2403.14,20,19225.09,895.02,0,0
2024-12-10,Coffee Maker,Home Appliances,North,Store C,19,4820.8,0,91595.27,39146.4,1,0
2024-12-10,Mixer Grinder,Home Appliances,South,Store C,12,3732.01,5,42544.89,15763.06,0,0
2024-12-11,Laptop,Electronics,South,Store C,15,53439.56,5,761513.71,209419.45,0,0
2024-12-11,Smartphone,Electronics,North,Store C,16,26502.55,0,424040.75,152001.93,0,0
2024-12-11,Headphones,Electronics,North,Store D,16,2561.87,15,34841.39,4952.71,0,0
2024-12-11,Office Chair,Furniture,East,Store E,7,7353.19,20,41177.87,8172.55,0,0
2024-12-11,Study Table,Furniture,East,Store C,7,12266.19,5,81570.15,28907.08,0,0
2024-12-11,T-Shirt,Fashion,South,Store C,10,761.71,10,6855.39,780.34,1,0
2024-12-11,Jeans,Fashion,North,Store E,26,1716.96,5,42409.01,13229.34,1,0
2024-12-11,Shoes,Fashion,West,Store D,8,2617.48,0,20939.86,8771.99,0,0
2024-12-11,Coffee Maker,Home Appliances,West,Store C,11,4740.23,20,41713.98,4805.4,0,0
2024-12-11,Mixer Grinder,Home Appliances,South,Store D,12,3435.37,0,41224.5,9087.36,0,0
2024-12-12,Laptop,Electronics,South,Store D,9,53236.19,10,431213.11,61384.49,0,0
2024-12-12,Smartphone,Electronics,North,Store C,14,26598.18,0,372374.59,139431.47,0,0
2024-12-12,Headphones,Electronics,South,Store E,19,2621.46,5,47317.3,15079.57,0,0
2024-12-12,Office Chair,Furniture,East,Store C,8,7950.38,10,57242.72,11195.21,0,0
2024-12-12,Study Table,Furniture,East,Store A,9,12352.83,20,88940.41,15822.41,1,0
2024-12-12,T-Shirt,Fashion,East,Store E,12,840.02,10,9072.23,2512.7,0,0
2024-12-12,Jeans,Fashion,West,Store E,9,1810.07,20,13032.54,3111.99,0,0
2024-12-12,Shoes,Fashion,North,Store E,14,2430.21,10,30620.65,4415.91,0,0
2024-12-12,Coffee Maker,Home Appliances,East,Store E,10,4464.23,0,44642.31,14725.84,0,0
2024-12-12,Mixer Grinder,Home Appliances,South,Store B,18,3409.91,5,58309.54,19838.37,0,0
2024-12-13,Laptop,Electronics,South,Store C,13,55121.77,5,680753.81,186607.38,0,0
2024-12-13,Smartphone,Electronics,North,Store A,18,24924.55,0,448641.92,145204.79,1,0
2024-12-13,Headphones,Electronics,North,Store E,17,2535.78,10,38797.5,12903.23,0,0
2024-12-13,Office Chair,Furniture,East,Store A,5,7327.82,0,36639.1,13484.15,0,0
2024-12-13,Study Table,Furniture,South,Store B,5,11802.0,0,59010.01,13417.9,0,0
2024-12-13,T-Shirt,Fashion,South,Store D,20,827.05,0,16540.9,5848.89,0,0
2024-12-13,Jeans,Fashion,North,Store D,17,1745.99,0,29681.89,8568.77,1,0
2024-12-13,Shoes,Fashion,West,Store E,18,2527.83,15,38675.77,7982.14,0,0
2024-12-13,Coffee Maker,Home Appliances,East,Store B,17,4325.55,0,73534.28,21613.0,0,0
2024-12-13,Mixer Grinder,Home Appliances,North,Store C,8,3642.68,0,29141.46,8135.33,0,0
2024-12-14,Laptop,Electronics,West,Store A,17,59101.1,0,1004718.7,329521.7,0,0
2024-12-14,Smartphone,Electronics,South,Store D,12,26380.75,0,316568.95,103820.95,0,0
2024-12-14,Headphones,Electronics,South,Store D,20,2593.09,20,41489.4,11057.43,0,0
2024-12-14,Office Chair,Furniture,South,Store B,13,8027.05,0,104351.61,39390.83,0,0
2024-12-14,Study Table,Furniture,West,Store C,15,12487.62,10,168582.83,32067.17,0,0
2024-12-14,T-Shirt,Fashion,East,Store C,25,796.38,0,19909.38,5787.26,1,0
2024-12-14,Jeans,Fashion,East,Store E,35,1829.83,5,60841.69,14730.16,1,0
2024-12-14,Shoes,Fashion,West,Store A,16,2425.98,5,36874.93,9150.4,0,0
2024-12-14,Coffee Maker,Home Appliances,West,Store C,20,4401.68,15,74828.49,18489.62,0,0
2024-12-14,Mixer Grinder,Home Appliances,West,Store B,8,3664.17,10,26382.01,7042.26,1,0
2024-12-15,Laptop,Electronics,South,Store B,19,54128.78,0,1028446.89,278545.08,0,0
2024-12-15,Smartphone,Electronics,North,Store E,14,26326.38,10,331712.37,110926.78,0,0
2024-12-15,Headphones,Electronics,West,Store A,19,2657.13,10,45436.99,16563.22,0,0
2024-12-15,Office Chair,Furniture,South,Store E,6,7677.07,0,46062.45,13507.11,0,0
2024-12-15,Study Table,Furniture,North,Store A,8,11782.98,10,84837.46,25704.43,0,0
